text,sentiment,username,created_at,likes,reply_count,url
"Ini jatuh nya pembohongan publik?? Mereka ga terbiasa berkonsultasi dengan ahli ahli bidang lain sebelum bikin putusan?? Ga nanya sama ahli keuangan negara, sama ahli pendidikan, dll... 

Rakyat kita selalu diajarkan sesuatu yang tidak rasional dan masuk akal.. Sama tidak masuk akal nya makan gratis... Sekarang baru sadar... Dana berapa, kondisi utang negara bagaimana dll..... 

Buat keputusan yang bertanggung jawab lah... Udah tau masyarakat mudah dikibulin jangan ikut ikutan ngibulin masyarakat dengan putusan yang ga logis dan ga rasional... Kecuali sudah melalui tahapan pengkajian mendalam dengan berbagai ahli",negative,@rubishlove2082,2025-05-28T13:34:11Z,1,0,
"Tidak apa2 swasta digratiskan tapi baiknya juga harus diperhatikan kesejahtraan gurunya, contohnya hak guru disamakan dengan hak negri mengikuti seleksi P3K swasta jangan hanya dana BOS, guru suasta juga memiliki jaminan vinansial/ jaminan kebutuhan keluarganya. Klo memiliki hak yg sama dgn guru negri baru adil",positive,@RoslinaNdruru,2025-05-28T13:23:43Z,0,0,
"tidak ada perbedaan Peserta Didik dari sekolah Negeri dan Swasta, memang gk ada bro? tapi pemerintah sangat jelas membedakan antara guru swasta dan guru negeri, gedung dan tanahnya saja pemerintah gk kasih ke sekolah swasta. kok minta gratis?😂 kocak",negative,@abdulkholiq8970,2025-05-28T13:04:50Z,0,0,
"Pendidikan gratis tugas negara.
Kalau jumlah sekolah negeri kurang atau tidak dapat menampung semua siswa, maka sudah menjadi tugas negara untuk membangun sekolah yang baru. 
Atau membuat sistem pendidikan yang memungkinkan sekolah masuk pagi dan siang hingga terbangunnya sekolah yang cukup.  

Bukannya menyuruh sekolah swasta juga harus gratis.

Dalam hal ini MK kurang bijak dalam membuat keputusan",negative,@joeliono3341,2025-05-28T12:58:25Z,0,0,
"Jika sekolah swasta harus gratis, maka konsekuensinya pemerintah HARUS membayar gaji seluruh guru dan karyawannya menyediakan dana kegiatan sekolah, dana perbaikan dan pembelian sarpras minimal sesuai RAPBS yang sudah atau sedang berjalan. 

Atau memberikan beasiswa pada siswa sebesar SPP yang sudah berlaku di sekolah itu.",neutral,@joeliono3341,2025-05-28T12:43:13Z,1,1,
"@@joeliono3341 kalau tambang2, bumn, hasil laut, dan banyak lagi, jika semuanya tidak di korupsi, maka jangankan gratis sekolah, tiap keluarga harusnya di kasih uang puluhan juta per bulan dr bagi hasil itu semua.",negative,@dvwp.design,2025-05-29T02:41:42Z,0,0,
"ketawa aja dulu lah.,.",negative,@nanomiya790,2025-05-28T12:42:20Z,0,0,
"BAGUS LAH JADI JGN ADA LAGI ANAK NKRI YG NGGA SEKOLAH, kALAU PERLU SAMPAI SARJANA YG PINTER TAPI MISKIN HRS DAPAT BEASISWA",negative,@Channel-mypro,2025-05-28T12:25:30Z,0,0,
Sangat setuju...,positive,@ahmaddaroji251,2025-05-28T12:22:38Z,0,0,
Kadang2 keputusannya lurus walaupun belum ada perhitungan yg jelas apakah mampu negara mewujudkan mengingat beban hutang yg menggunung,positive,@sulaemanibrahim2444,2025-05-28T12:22:30Z,0,0,
Apakah pondok pasantren setingkat smp termasuk yang di gratiskan.,neutral,@yoristsamaejntha8169,2025-05-28T12:12:01Z,0,0,
intervwnsi sekolah swasta nih,neutral,@Akbar_Alrasyid_,2025-05-28T12:07:28Z,0,0,
MK gak ada bahas kesejahteraan guru honorer?. Atau mmang tidak ad yang memperjuangkan?,negative,@putraamirudin7543,2025-05-28T12:05:03Z,0,0,
"Harusnya dari zaman sby 😂😂
SPP pakai BOS
Perlengkapan pakai PIP 
kalau masih kurang bisa pakai PKH

Sedangkan guru nya sudah digaji negara lewat pengangkatan PNS + PPPK😅",neutral,@achmadannasrulmuhim590,2025-05-28T12:03:57Z,0,0,
Trus gaji guru honorer kenapa masih di bawah UMR,negative,@fuadhasyimkukar,2025-05-28T12:02:31Z,0,0,
mantab.. kita liat sekolah2 swasta katholik dan budha.. apakah bisa beneran gratis sampai SMP... apalagi sekolah international... kayanya ga mungkin d. sekolah negeri aja masih banyak biaya2 siluman model buku dan seragam.,negative,@KOA-b3h,2025-05-28T11:52:36Z,0,0,
Tk.. SD/MI..SMP/MTS gitu ya pk bos yg gratis,neutral,@NurKholis-r9l,2025-05-28T11:42:26Z,0,0,
"Makin pusing srimul, muncul beban anggaran baru",negative,@gingerrice4376,2025-05-28T11:26:39Z,0,0,
Syukurlah saya cari sd swasta terbaik,positive,@didi-q5l,2025-05-28T11:24:40Z,0,0,
"swasta yg mana nih??
abis bikin aturan ini. trus ditarik lagi...",negative,@tyllariani1117,2025-05-28T11:22:12Z,0,0,
"2025 Guru gaji pada dibawah 1 juta mau gratisin sekolah!? 

# Progan MBG aja gajelas 
# BPJS mau rungkad
# Listrik diskon abis itu dinaikin
# Pemasukan 21rb/hari dianggap tidak miskin
# 19 juta lapangan kerja realisasinya  lapang dada


HOBINYA BIKIN OMON OMON",negative,@lutfi3848,2025-05-28T11:06:04Z,0,0,
"Jika ingin pendidikan berkualitas, ya harus bayar. Lihatlah sekolah2 swasta elit",negative,@abekkramat,2025-05-28T11:05:12Z,0,0,
"Sekolah gratis, bayar komite, tektek bengek  ,gratis hanya hayalan",negative,@nengahbatak3207,2025-05-28T10:58:51Z,0,0,
"Semoga praktek nya gratis juga di lapangan, soalnya yg udah udah teori nya doang,di lapangan mah tetep bae diminta jut jut an😅",negative,@BARLIOaya,2025-05-28T10:54:19Z,1,0,
Bisa gratis jika guru sudah aman penggajiannya dan fasilitas sudah tersedia penuh.,neutral,@mangyudhaofficial2090,2025-05-28T10:42:09Z,0,0,
"Tetetp aja buku LKS, SPP Bangunan tetep ada 😂",neutral,@ClauDEO_Fernando,2025-05-28T10:31:10Z,0,0,
Ayo ges serbu Sekolah swasta yg favorit😅😅😅😅😅😅,neutral,@kiruiampo3964,2025-05-28T10:23:46Z,0,0,
swasta bisa gratis yg gaji guru dan stafnya pemerintah,neutral,@ahmadnat3082,2025-05-28T10:10:57Z,0,0,
SANDIWARA,negative,@agusagusibrahim1938,2025-05-28T10:06:34Z,0,0,
Omon Omon doang kayak MBG.,negative,@garfield2742,2025-05-28T10:04:42Z,0,0,
"Kalau uang bos yang diberikan ke sekolah tidak mencukupi operasional sekolah bagaimana? kasian melihat sekolah negeri yang bola saja ndak kebeli karena dana bos memang kurang... harusnya kalau mau gratis nominal dana bos yang turun juga harus disesuaikan kebutuhan sekolah.
Jangan buat keputusan potong kompas (hanya lihat dan revisi teks) tanpa riset.",negative,@TheYosikiking,2025-05-28T09:59:13Z,2,0,
"duh yg realistis aja lah. kl mang negara mampu, mulai dari yang nyata-nyata aja lah. bangun sekolah yg layak, gaji guru sesuai. terlalu indah untuk diwujudkan di masa² skrg ini keputusan MK ini😂",positive,@la_veli,2025-05-28T09:57:17Z,0,0,
Perasaan dari dulu dehh... Cuma swastanya yg ad kmajuan,neutral,@yohaneschristian120,2025-05-28T09:49:54Z,0,0,
Banyak juga  sekolah Negeri khusus SD ruang belajar saja tidak ada.,negative,@arsonfransiskus4930,2025-05-28T09:39:15Z,0,0,
Yang gratis apa saja biar jelas,neutral,@katakuncipodcast,2025-05-28T09:16:09Z,0,0,
"Msh abu2 ..sy blm mengerti terutama utk swasta.tetap ada pungutan bgm kontrolnya,apa standar nya kl swasta tdk ada pungutan2.msh banyak swasta dpt BOS tp tetap ada pungutan2.",negative,@EdiRahmadi-i4d,2025-05-28T09:12:04Z,0,0,
Bagaimana kl sekolah swastanya kelas internasional yg kl study tour sampe puluhan juta. Siapa yang biayai? Gaji gurunya gimana 😅,negative,@alsaifok,2025-05-28T09:09:27Z,0,0,
harusnya wajib belajar  12 tahun masa dari zaman orba 9thn terus gk ada kemajuan,negative,@okkydwi4550,2025-05-28T09:02:52Z,0,0,
"Sekolah swasta menarik biaya tinggi sesuai dengan apa yang diberikan, fasilitas lengkap, lingkungan belajar yang kondusif,guru profesional dll...makanya anak2 orang kaya lebih memilih swasta ketimbang negeri😅 kalau dipaksa untuk digratiskan maka kualitas sekolah2 swasta yang unggul akan turun",negative,@affanmujaddidi8932,2025-05-28T09:00:05Z,0,0,
Gaji guru di sekolah swasta itu berasal dari biaya bulanan anak2..kalau anak2nya digratiskan maka bagaimana yayasan melakukan pembayaran untuk gaji guru.. apakah mengandalkan bos??hal semacam ini justru semakin menurunkan kesejahteraan guru dan berdampak pada kualitas pendidikan semakin menurun,negative,@affanmujaddidi8932,2025-05-28T08:51:56Z,0,0,
"Asyik, sekolah di JIS dan Global Jaya sekarang dibayari negara. Kalau tidak, berarti melanggar UUD.",negative,@cobacoba1566,2025-05-28T08:51:01Z,0,0,
wait & see,negative,@sarisilvini3029,2025-05-28T08:49:31Z,0,0,
Kapan keputusan mk mulai berlaku,neutral,@robinzajibril7957,2025-05-28T08:41:01Z,0,0,
"YAKIN GRATIS?
PENGALAMAN SAYA SEKOLAH GRATIS,SPP GRATIS TAPI IURAN BANYAK.SAMA AJA KAYAK NYA.",negative,@syamsuri9041,2025-05-28T08:40:45Z,0,0,
"sekolah secara aturan sudah gratis meski banyak pungli, cuma kalau swasta jg digratiskan, itu nggak masuk akal............sekolah internasional atau IT, itu SPPnya nggak normal. bikin keputusan itu yg ngotak dikit ngapa?",negative,@racetho595,2025-05-28T08:40:21Z,0,0,
"Nasibnya bakal sama kyk MBG...., BAKAL NGAWUR PELAKSANAANNYA ! 
Mikirnya gak panjang....
Duit dari mana ?",negative,@asepsunarya4924,2025-05-28T08:40:17Z,0,0,
"Sekolah2 di pasang cctv juga pak
Biar kalau ada kasus pembullyan maupun perkaosan dan kriminalitas lainnya bisa jadi bukti
Karena ada kasus pembullyan justru tersangka playing victim kalau korbannya yang iseng duluan
Dan ada juga kasus pelecehan siswa siswa tapi guru2 justru membela guru yang melakukan pelecehan seperti di SD BUNDA MARIA DEPOK",negative,@Mom_Fit30,2025-05-28T08:23:28Z,0,0,
"uang komitenya gimana?
kebanyakan  sekolah gratism tapi uang komite lebih 100K perbulan",negative,@bebasnarasi3776,2025-05-28T08:23:19Z,0,0,
Bagaimana dengan sekolah milik yayasan,neutral,@jonedi.1529,2025-05-28T08:15:01Z,1,0,
Ini baru ri1...mantap.,positive,@TanGintink,2025-05-28T08:14:35Z,0,0,
"MK gagal menjelaskan secara detail, apanya yg gratis, sehingga mau mewawancarai 1 juta Nara sumber pun tetap tidak jelas apa saja yang gratis. Contoh apakah buku dan baju seragam gratis dan dibiayi pemerintah? Dananya dari mana? MBG sj macet.",negative,@MaxRush-l7y,2025-05-28T08:04:18Z,5,3,
"Betul, pemerintah malah minta pihak swasta memberikan skema pembiayaan tertentu karena kemampuan fiskal pemerintah terbatas. Jadi kesannya kok malah pihak swasta yang di suruh mikir, bukannya mereka justru sebelum membuat keputusan itu riset dulu betul-betul skema di lapangan seperti apa, ini malah kayak lagi ngopi di teras rumah tiba-tiba punya ide 😅",negative,@speedfrxxx7574,2025-05-28T09:14:43Z,3,0,
"MBG itu program temporary😂😂 ,, Implementasinya Anti Pancasila!!!! Karena tidak semua sekolah dapat!!😂",negative,@rizaljinggovien4004,2025-05-28T11:01:23Z,0,0,
Tunggu saja kualitas swasta akan sama dengan negeri..tau sendiri ngri sperti apa,negative,@aziamazinginspirstion296,2025-05-28T11:11:16Z,0,0,
ini bukan program bos lagi ya? tapi full gratis untuk semua kalangan ? mau negri dan swasta ?,negative,@Newmoon-t3k,2025-05-28T07:59:56Z,0,0,
Syukur kepada Allah.,positive,@mathildapeamole7123,2025-05-28T07:51:43Z,0,0,
"Berapa Rp pemerintah sanggup membiayai sekolah swasta. Kalau cuma BOS, mbayari gurunya dari mana?",negative,@Asmiati14,2025-05-28T07:47:20Z,0,0,
"ga usah ada MBG, sekolah gratis aja sd, smp, sma. kalo swasta yah sekolah kelas nasional yg di gratiskan. kalo swasta kelas international jgn di subsidi",negative,@jbonk8797,2025-05-28T07:45:09Z,0,0,
Percuma MK resmi uud tersebut nanti jga masi bayar uang komite justru sekolah negri mala bayar komite lebih besar,negative,@JohanesMani,2025-05-28T07:44:31Z,0,0,
"yang ada nanti semua yg sekolah negri pindah ke swasta. sekolah swasta fasilitasnya lebih lengkap, ada kolam renang, perpus lengkap, AC, lapangan ada minimal 1 tipe, belumlapangan lainnya, dsbnya. guru negri siap kehilangan muridnya?yg ada swasta kerja keras yang negri leha leha dapat gaji. ya gak?",positive,@TakomolyEntin,2025-05-28T07:44:21Z,3,3,
"yah ga swasta yg kaya gitu juga. contoh kaya BPJS aja, kan ga semua RS ikut serta. sekolah swastanya juga yg kelas nasional, bukan yg plus2 / international",negative,@jbonk8797,2025-05-28T07:47:35Z,0,0,
"@@jbonk8797 sekolah nasional yg biasa juga banyak yang bagus lhoo. status boleh nasional, tp lengkap.",positive,@TakomolyEntin,2025-05-28T08:18:38Z,0,0,
​@@TakomolyEntintp negri ga akan mati. Karena kuota swasta terbatas. Masuk ke swasta juga ga mudah. Harus nilai nya bagus,positive,@jbonk8797,2025-05-28T08:25:14Z,0,0,
"Lks berbayar, ada aja",neutral,@muharisamdfar1823,2025-05-28T07:39:32Z,1,0,
"Emang bisa jalan di swasta, klo London School Cambridge apa bakal mau guru2 nya dibayar UMR atau honorer. 
Lah bangun gedung nynaj udah habis brapa puluh milyar. 
Ga masuk akal. Ya mnding negeri aj dulu yg di gratiskan skalian di benerin sarana pendukung nya.",negative,@MaryamMunaf-27,2025-05-28T07:39:20Z,0,0,
"Semoga kebijakan ini tidak mengganggu kualitas metode pembelajaran di sekolah swasta.. krn mungkin lambatnya pencairan klaim pembayaran dari pemerintah..
Alhamdulillah, kami 4 orang anak kami, sengaja kami sekolah ke SD Swasta Islam Terpadu, krn mengingat kualitas pembelajarannya yang lebih baik ketimbang Negeri.. Maaf",positive,@homelearnariefrahman7226,2025-05-28T07:33:00Z,3,0,
langsung daftar AL Azhar 🤣,neutral,@ghazar7841,2025-05-28T07:29:42Z,1,0,
"9,9T cukup x buat bayar 😄",neutral,@eddyhandoko7077,2025-05-28T07:25:35Z,0,0,
"Kalo di swasta juga gratis? Bagaimana cara bayar guru, bangun gedung/perawatan/perbaikan & utk kegiatan2 nya?",negative,@guntursahara9656,2025-05-28T07:24:06Z,13,8,
Disubsidi negara,positive,@imiam-c1h,2025-05-28T14:07:35Z,0,0,
"Jangan sampai ada kelas AC & kelas Non AC di sekolah Swasta. 😊

Yg versi gratis dapat sesuai standard Pemerintah, tapi yg bayar lebih, dapat fasilitas lebih. 

Jadi bayar nya itu buat bayar fasilitas nya.",negative,@indonesiaku2005,2025-05-28T14:38:59Z,0,0,
"Itu urusan negara. Kami Orang Timur Pergi sekolah dgn jarak yg jauh jalan kaki , di kota anak sekolah nya antar jemput pake mobil istimewah😢😢",neutral,@ANAKDESA30.,2025-05-28T14:40:48Z,1,0,
"itu artinya, yang bayar uang sekolah nanti bukan ortu, tapi pemerintah. Jelas?",negative,@andrecristianosahertian3265,2025-05-28T15:45:17Z,0,0,
"@@ANAKDESA30. tidak juga, sekatamg anak sd di yimur sudah bawa kendaraan roda 2 ke sekolahnya.
Oramg tuanya miskin tapi bisa kredit motor buat anak pakai 😂",neutral,@drakejohnson7882,2025-05-28T23:13:00Z,1,0,
Terus bagaimana dg anak2 yg ke sekolah swasta memang mau mencari pelayanan dan fasilitas lebih bagus??,negative,@mustaqim9404,2025-05-28T07:22:41Z,0,0,
"Negara harus memikirkan pembangunan gedung sekolah juga, jika sekolah gratis dana BOS hanya segitu gitu saja maka pendidikan akan selalu tersendat juga....

Sekolah2 butuh laboratorium juga....
Jika mengandalkan dari dana BOS, maka pendidikan akan kerdil...",negative,@maghfurirrohman7719,2025-05-28T07:19:18Z,1,0,
"Keren..
Tinggal tunggu implementasinya..
Klo yg negri bisalah gratis... Klo yg swasta gmn caranya gratis??Mustahil",negative,@rizaljinggovien4004,2025-05-28T07:13:28Z,8,4,
Gaji gurunya darimana 😂,negative,@ClauDEO_Fernando,2025-05-28T10:31:33Z,1,0,
"nah ini yg saya tunggu info selanjutnya, skenarionya gimana tuh :D. terus adakah nanti dampak dari kualitas pendidikan di swastanya.",neutral,@agussusilo5120,2025-05-28T10:35:02Z,1,0,
Yg negeri aja di SMK tetap ada yg bayar ada yg gratis,neutral,@BARLIOaya,2025-05-28T10:55:00Z,1,0,
​@@ClauDEO_Fernando Seharusnya MK juga membuat ketetapan hukum Guru di Indonesia minimal gaji UMR,neutral,@rizaljinggovien4004,2025-05-28T10:56:53Z,0,0,
Mantap trimakasih pak Prabowo dan para pejabat negara Indonesia,positive,@yoyoksugiarto9429,2025-05-28T07:13:04Z,0,0,
Kalau gak ada korupsi pasti pemerintah bisa menggratiskan wong duitnya ada,positive,@tsaqofah7074,2025-05-28T07:07:02Z,1,0,
"Kawal ini hrs bnr2 gratis, kebanyakan dilapangan gk, bayak pula lasan2 dari sekolah jd nya bayar jg",negative,@rizkykurniawan473,2025-05-28T06:52:36Z,0,0,
"Jngn senang dulu,,,di fikir dulu..apakah presiden dan menteri pendidikan udah tau dan udah setuju???ini kan putusan MK...jdi jngn buru2 seneng.....tar klo gk jdi ujungy nyalahin presiden....",negative,@KreatorkampungTV,2025-05-28T06:52:18Z,0,0,
Benar kh yg kau ucap kn itu MK?trus  kpn keputusan ini berlaku?apkh ini tdk omon omon aja?,negative,@KhansaZu,2025-05-28T06:51:58Z,0,0,
Klo swasta gratis gimana cara bayar gurunya,negative,@zezedaranta1233,2025-05-28T06:50:15Z,1,0,
Alhamdulillah wa barokallah,positive,@bambangsetiyohadi1747,2025-05-28T06:47:49Z,1,0,
ini untuk sekolh mhal?yg sekolah org2 kaya?,negative,@mariakarmilasari6571,2025-05-28T06:42:50Z,0,0,
"Dari sini kan sudah jelas bahwa sebenarnya indonesia itu banyak x uang nya. Cuma memang aja disengaja untuk mempersulit rakyat. Katanya subsidi bbm membengkak, mesti dipilih siapa yg berhak, bla bla bla segala macam. Eh, sekarang, makan gratisan tiap hari, sekolah pulak mau ikut digratiskan. Kalo emang mau, ada aja duitnya. Kalo gk mau, ya diakalin lah kita2nya.",negative,@LabProdia-i4f,2025-05-28T06:32:41Z,0,0,
apa semua swasta ? apa aja yang dibiayai ? sekolah swasta mahal bagaimana ?,negative,@girisuryamawandi8743,2025-05-28T06:32:01Z,0,0,
Anggaran Pendidikan ternyata masuk ke dana desa dll.,neutral,@wernerheisenberg2263,2025-05-28T06:31:42Z,0,0,
"GRATIS.

PUNGLINYA bukan main pak. Kip saja oknum bisa ngantongin 50jt sebulan",negative,@fakta8594,2025-05-28T06:31:23Z,0,0,
daerah saya ke negeri itu jauh jadi gk kena lewat jalur zona terpaksa masuk swasta dan di swasta parah,negative,@BunnyStore-u9l,2025-05-28T06:27:29Z,0,0,
Betul sy swasta wah duit trus untung bisa wlopun npsnya putus2,negative,@gatotsunaryoto9254,2025-05-28T06:25:25Z,1,0,
Semoga mutu pendidikan makin mantap klo gratis...??????,positive,@antoniamamoh2347,2025-05-28T06:20:31Z,0,0,
kawal kebijakan sekolah gratis swasta secara transparan agar kebijakannya merata supaya tidak di korupsi atau dananya di selewengkan oleh oknum2 dunia pendidikan.,negative,@DxD347Rudra-zb3lm,2025-05-28T06:14:57Z,4,3,
itung itungannya berat kalau swasta gratis.. siapa yg biayai guru swasta lagi. bayangkan dana bos sd hanya 900rb pertahun persiswa. ini untuk operasional gk bakal cukup,negative,@TheYosikiking,2025-05-28T10:11:09Z,1,0,
​@@TheYosikikingberarti ga bakal terealisasi dong klo gitu? hanya janji dan wacana saja 😂😂,negative,@DxD347Rudra-zb3lm,2025-05-28T10:45:54Z,1,0,
"Mk gak bisa memaksa sekolah swasta untuk gratiskan seluruh biaya pendidikannya.
Biaya operasional sekolah swasta selama ini dipakai dari uang spp muridnya.

Pemerintah kalau mau semua masyarakat bisa masuk sekolah swasta, otomatis harus membayar sekolah swasta.",negative,@drakejohnson7882,2025-05-28T23:17:39Z,1,0,
Jangan ngarep banyak kalau gratis,negative,@mustaqimajang7726,2025-05-28T06:13:30Z,0,0,
Korupsi dulu saja yg diberantas.,negative,@andriowen2376,2025-05-28T06:11:51Z,1,0,
bersyukur..tapi yg di takutkan  di sma nya..bisa2 mahal nih..,negative,@KaryaBising,2025-05-28T06:10:04Z,0,0,
Yes. Tahun depan anak gue daftarin di JIS. Dibayarin pemerintah kan?,negative,@jusufsyahrial867,2025-05-28T06:06:45Z,1,2,
Sanggup ngikutin lifestyle nya,positive,@KaniKankan,2025-05-28T06:18:51Z,0,0,
Wkwkwkwkwk mantapp 😂,positive,@kumakun8201,2025-05-28T07:41:52Z,0,0,
ngibul sekolah negeri aja bayar mahal malah lebih murah sekolah swasta sumpah.,negative,@cemblekananta3093,2025-05-28T06:06:35Z,3,1,
dimana sekolah negeri bayar mahal? coba sebutkan sekolahnya dmana. jadi bisa di laporkan,negative,@jbonk8797,2025-05-28T07:38:23Z,0,0,
"Ujung ujungnya sih bisa baca tulis hitung. Ya wajib belajar 9 tahun SD SMP tapi dulukan tak ada dana, korupsi dimana mana. Program bagus (masalah dana saja).",negative,@alexchannel3323,2025-05-28T06:00:53Z,1,0,
"saya berharap  pemerintah melakukan pengawasan dalam biaya biaya yang ada disekolah seluruh indonesia secara online, artinya setiap sekolah wajib melakukan atau menginput pelaporan permohonan pungutan biaya kepada pemerintah yang nantinya harus diverifikasi dan disetujui oleh menteri terkait,surat persetujuan inilah yang nantinya yang di jadikan dasar kepada orang tua siswa dalam menagihan, sebelum ada surat persetujuan dari pemerintah sekolah tidak berhak melakukan pungutan biaya apapun dan sekecil apapun kepada siswa, dan org tua siswa berhak mengetahui bahwa jika ada pungutan tanpa surat persetujuan maka tidak berkewajiban untuk di bayar, orang tua siswa bisa mengecek dalam sebuah sistem aplikasi secara online surat persetujuan tersesbut. sehingga fungsi pengawasan ada di pihak pemerintah dan orang tua siswa. karena tidak menutup kemungkinan ada banyak biaya biaya tak terduga untuk mengakali semua ini. semoga ini di dengar dan di implementasikan oleh bapak menteri",positive,@sabarudinnurse9242,2025-05-28T05:48:33Z,2,0,
hasil akhir dari keputusan ini ya sekolah negeri kebanyakan bakal tutup. karena orang orang yang berpendidikan atau sayang anak pasti akan lebih memilih sekolah swasta. wkkwkw liat aja nanti,negative,@jinkuchiri,2025-05-28T05:47:45Z,5,4,
@@jinkuchiri disisi lain kalau regulasinya kayak BOS Negeri bakal menjamur sekolah swasta dadakan 😂. Karena orang kita punya prinsip lumayanan,negative,@Arjunditra,2025-05-28T06:55:24Z,0,0,
"negri ga akan bangkrut, karena mau sekolah swasta tidak semudah itu. nilai lu jelek yah ga akan di terima. swasta ga akan mau kalo anak didiknya sudah anak SMP tp ga bisa perkalian",negative,@jbonk8797,2025-05-28T07:37:21Z,0,0,
disurabaya sudah berlaku bertahun2 SD & SMP buktinya gak ada sekolah tutup malah yg kaya dan anak2 pejabat berebut sekolah negeri,negative,@yoelchristian9850,2025-05-28T07:51:26Z,0,0,
"@@yoelchristian9850 itu kan disurabaya pak. wkwkw saya sih di jakarta, banyak orng daerah yang kesini buat sekolah swasta sampe rebutan. wkwkwk ya kita liat aja nanti dah ya. yang pindah kota buat sekolah makin banyak ato engga wkwkw",neutral,@jinkuchiri,2025-05-28T08:01:29Z,1,0,
"Sistemnya gimana ini, gaji gurunya masuk honorer ya bisa modyar.",negative,@DarniMulik,2025-05-28T05:42:06Z,1,1,
"y stop honorer,",negative,@nagawahyudi,2025-05-28T05:48:59Z,0,0,
"Dari kemarin dah gratis, yg bayar keb yg menunjang lainnya",neutral,@EkoPower-fw1ev,2025-05-28T05:41:39Z,1,0,
Alhamdulillah,positive,@willyngamen,2025-05-28T05:35:49Z,2,0,
"Enak bner MK memutuskan.. Hnya utk menyenangkan rakyat sesaat.. 

BPJS cair ke rumah sakit saja sering telat😂❤❤❤.. 

Bnyakan kasusnya kluarga yg mampu malah memenuhi sekolah negeri, alhasil yg tidak mampu malah jdinya msuk swasta ..😂❤❤


Guru2 swasta lantas mau mkan apa kluarga mereka?.. Trus fasilitas pemeliharaan gedung dan alat elektronik swasta siapa yg menanggung?? Ap bsa jamin pembayarn bantuan pmerintah tidak telat atw dipotong😂❤❤.. 

Ini Indonesia brooo.. MBG saja msih bnyak kendala😂❤❤ yg makan duit negara stiap hari itu triliunan.. Mana korupsi msih meraja lela.. 

Lebih baik fokus dlu dlam pengesahan hukuman mati bagi koruptor dan perampasan aset di dalam maupun luar negeri sampai miskin. 

Tlong lah pmerintah yg logis. 😂😂❤❤",negative,@theonugroho5582,2025-05-28T05:34:10Z,5,11,
@@theonugroho5582 udah pokoknya swasta negeri gratis. Titik. Mau swasta elit bonafit. Wajib gratis. Ga ada pilah pilih. Itu tugas pemerintah. Mau bagaimana caranya. Rakyat taunya gratis. Gausah mikir jauh jauh elunya. Gratis. Titik.,negative,@billysaulury6638,2025-05-28T05:51:36Z,0,0,
"​@@billysaulury6638Enak aja di gratis kan ,,itu bangunan sekolah,gaji guru, peralatan belajar pakai biaya pribadi/Yayasan.
Kalau yg benar bayar dimuka SPP siswa ,,jangan di hutang,tau sendiri pemerintah bayar nya sulit menggugat nya kalau wanprestasi",negative,@Dunia2581,2025-05-28T06:00:08Z,1,0,
Boleh ngakak gk sih😂😂❤❤​@@billysaulury6638,neutral,@theonugroho5582,2025-05-28T06:12:02Z,1,0,
"Itu udah tugas pemerintah dalam kewenangannya. Rakyatnya harus wajib dibayai dalam hal pendidikan dasar tanpa terkecuali. Mau bayarnya kaya gimana ya itu urusan pemerintah. Amanat UU udah sangat jelas, jangan membangkang. Dan putusan MK mutlak. Silahkan kalau mau digugat kembali sama anda. ​@Dunia2581",negative,@billysaulury6638,2025-05-28T09:52:51Z,0,0,
​@Dunia2581udah pokoknya swasta negeri gratis. Titik. Mau swasta elit bonafit. Wajib gratis. Ga ada pilah pilih. Itu tugas pemerintah. Mau bagaimana caranya. Rakyat taunya gratis. Gausah mikir jauh jauh elunya. Gratis. Titik. Jangan membangkang,negative,@billysaulury6638,2025-05-28T10:58:09Z,0,0,
"Sekolah swasta siap2 uang negara gak sampai, dan gaji guru telat. Sekolah swasta kedepannya harus tegas jangan mau karena kebijakan ini membuat pusing. Siswa2 wajib bersungguh-sungguh belajar bukan tawuran.",negative,@charleston7970,2025-05-28T05:33:45Z,6,3,
"ia betul ,,Enak aja di gratis kan ,,itu bangunan sekolah,gaji guru, peralatan belajar pakai biaya pribadi/Yayasan.
Kalau yg benar bayar dimuka SPP siswa ,,jangan di hutang,tau sendiri pemerintah bayar nya sulit menggugat nya kalau wanprestasi",negative,@Dunia2581,2025-05-28T05:52:52Z,3,0,
Pesimis.,negative,@sriwahana7535,2025-05-28T06:00:27Z,0,0,
"Bener si, saya maklumi kalau negeri gratis karena emang punya negara. Lah swasta????? secara fasilitas dan gaji beda loh, kalau sekelas alexandria dan sekolah jenis internasional school digratisin gimana tuh??? negara sanggup bayar ga? anggarannya gede loh ga main-main. Di Swasta ada loh spp sebulan 700 rb-4jt/ bulan. Sistem BPJS aja bayar masih nunggak, rumah sakit sampe harus nutup lubang sendiri. Pendidikan kalau gitu juga gimana?",negative,@letstalk278,2025-05-28T11:00:11Z,2,0,
"Aduh cuma omon omon,praktek nya,sampai sekarang sekolah negeri saja masih suruh bayar SPP,,gombal",negative,@IhsanHadi-so6bb,2025-05-28T05:30:28Z,5,1,
Omon omon pengalihan isu koruptor dan ijazah palsu 😂,negative,@Dunia2581,2025-05-28T05:58:47Z,0,0,
".apa ya sekolah swasta bisa gratiskan, gimana dengan yang uang sekolah yang perbulan nya sekitar 1juta bahkan lebih, gimana mau digratiskan ..",negative,@budionosantoso1697,2025-05-28T05:26:05Z,3,0,
